Rule ID,CORE-ID,IG Version,ADaM Structure Group,Description,Rule Category,Status Rule,Assigned To,PR Link,Notes
AD0232,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRxxPGy for a given value of TRxxPGyN, where xx is a zero-padded two-digit integer [01-99] and y is a single-digit integer [1-9], considering only those rows on which both variables are populated; There is more than one value of TRxxPGy for a given value of TRxxPGyN, where xx is a zero-padded two-digit integer [01-99] and y is a single-digit integer [1-9].",,,,,
AD0233,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRxxPGyN for a given value of TRxxPGy, where xx is a zero-padded two-digit integer [01-99] and y is a single-digit integer [1-9], considering only those rows on which both variables are populated; There is more than one value of TRxxPGyN for a given value of TRxxPGy, where xx is a zero-padded two-digit integer [01-99] and y is a single-digit integer [1-9].",,,,,
AD0234,,"1.0, 1.1, 1.2, 1.3",ADSL,"Within a given value of TRTxxA, there is more than one value of TRxxAGy, where xx is a zero-padded two-digit integer [01-99] and y is a single-digit integer [1-9].; Within a given value of TRTxxA, there is more than one value of TRxxAGy, where xx is a zero-padded two-digit integer [01-99] and y is an integer [1-99, not zero-padded].",,,,,
AD0235,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRxxAGy for a given value of TRxxAGyN, where xx is a zero-padded two-digit integer [01-99] and y is a single-digit integer [1-9], considering only those rows on which both variables are populated; There is more than one value of TRxxAGy for a given value of TRxxAGyN, where xx is a zero-padded two-digit integer [01-99] and y is a single-digit integer [1-9].",,,,,
AD0236,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRxxAGyN for a given value of TRxxAGy, where xx is a zero-padded two-digit integer [01-99] and y is a single-digit integer [1-9], considering only those rows on which both variables are populated; There is more than one value of TRxxAGyN for a given value of TRxxAGy, where xx is a zero-padded two-digit integer [01-99] and y is a single-digit integer [1-9].",,,,,
AD0237,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of TRTPGy for a given value of TRTPGyN, where y is a single-digit integer [1-9].; There is more than one value of TRTPGy for a given value of TRTPGyN, where y is an integer [1-99, not zero-padded], considering only those rows on which both variables are populated",,,,,
AD0238,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of TRTPGyN for a given value of TRTPGy, where y is a single-digit integer [1-9].; There is more than one value of TRTPGyN for a given value of TRTPGy, where y is an integer [1-99, not zero-padded], considering only those rows on which both variables are populated",,,,,
AD0239,,"1.0, 1.1, 1.2, 1.3",BDS,"TRTPGy is present and TRTA is present but TRTAGy is not present, where y is a single-digit integer [1-9].; TRTPGy is present and TRTA is present but TRTAGy is not present, where y is an integer [1-99, not zero-padded]",,,,,
AD0240,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of TRTAGy for a given value of TRTAGyN, where y is a single-digit integer [1-9].; There is more than one value of TRTAGy for a given value of TRTAGyN, where y is an integer [1-99, not zero-padded], considering only those rows on which both variables are populated",,,,,
AD0241,,"1.0, 1.1, 1.2, 1.3",BDS,"There is more than one value of TRTAGyN for a given value of TRTAGy, where y is a single-digit integer [1-9].; There is more than one value of TRTAGyN for a given value of TRTAGy, where y is an integer [1-99, not zero-padded], considering only those rows on which both variables are populated",,,,,
AD0242,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRTxxAN for a given value of TRTxxA, where xx is a zero-padded two-digit integer [01-99], considering only those rows on which both variables are populated; There is more than one value of TRTxxAN for a given value of TRTxxA, where xx is a zero-padded two-digit integer [01-99].",,,,,
AD0243,,"1.0, 1.1, 1.2, 1.3",ADSL,"There is more than one value of TRTxxA for a given value of TRTxxAN, where xx is a zero-padded two-digit integer [01-99], considering only those rows on which both variables are populated; There is more than one value of TRTxxA for a given value of TRTxxAN, where xx is a zero-padded two-digit integer [01-99].",,,,,
AD0244,,"1.1, 1.2, 1.3",ADSL:BDS; ADSL:OCCDS,A non-missing value of TRTA is not equal to at least one value of the character actual treatment variables in ADSL defined in the IG.,,,,,
AD0248,,"1.0, 1.1, 1.2, 1.3",BDS(TIME-TO-EVENT); MDBDS(MEDICAL DEVICE TIME-TO-EVENT),"At least one of *DT, *DTM, *TM, *DY is not present",,,,,
AD0252,,"1.0, 1.1, 1.2, 1.3",OCCDS,AVAL is present or AVALC is present,,,,,
AD0254,,"1.0, 1.1, 1.2, 1.3",OCCDS,PARAM is present,,,,,
AD0256,,"1.0, 1.1, 1.2, 1.3",ADSL:ALL,The values of USUBJID are not present in ADSL,,,,,
AD0258,,"1.0, 1.1, 1.2, 1.3",BDS:SDTM; OCCDS:SDTM,"For a value of AD*.USUBJID that is a value of --.USUBJID, a value of AD*.--SEQ is not a value of --.--SEQ",,,,,
AD0259,,"1.0, 1.1, 1.2, 1.3",BDS:SDTM; OCCDS:SDTM,"AD*.USUBJID equals --.USUBJID, AD*.--SEQ equals --.--SEQ, and the values of a variable with prefix -- which is present in both datasets are not equal.",,,,,
AD0261,,"1.0, 1.1, 1.2, 1.3",OCCDS(ADVERSE EVENT),AEDECOD is not present,,,,,
AD0262,,"1.0, 1.1, 1.2, 1.3",OCCDS(ADVERSE EVENT),AEBODSYS is not present,,,,,
AD0268,,"1.0, 1.1, 1.2, 1.3",OCCDS,ADURN is populated and ADURU is not populated,,,,,
AD0269,,"1.0, 1.1, 1.2, 1.3",OCCDS,TRTEMFL is not equal to Y or null,,,,,
AD0270,,"1.0, 1.1, 1.2, 1.3",OCCDS,PREFL is not equal to Y or null,,,,,
AD0271,,"1.0, 1.1, 1.2, 1.3",OCCDS,FUPFL is not equal to Y or null,,,,,
AD0272,,"1.0, 1.1, 1.2, 1.3",OCCDS,A variable with a prefix of AOCC and a suffix of FL is not equal to Y or null,,,,,
AD0278,,"1.0, 1.1, 1.2, 1.3",OCCDS(ADVERSE EVENT),AESER is not present,,,,,
AD0279,,"1.0, 1.1, 1.2, 1.3",OCCDS,"AESEVN is not equal to 1, 2, 3, or null",,,,,
AD0280,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of AESEV for a given value of AESEVN; There is more than one value of AESEV for a given value of AESEVN, considering only those rows on which both variables are populated",,,,,
AD0281,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of AESEVN for a given value of AESEV; There is more than one value of AESEVN for a given value of AESEV, considering only those rows on which both variables are populated",,,,,
AD0282,,"1.0, 1.1, 1.2, 1.3",OCCDS,"ASEVN is not equal to 1, 2, 3, or null",,,,,
AD0283,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of ASEV for a given value of ASEVN; There is more than one value of ASEV for a given value of ASEVN, considering only those rows on which both variables are populated",,,,,
AD0284,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of ASEVN for a given value of ASEV; There is more than one value of ASEVN for a given value of ASEV, considering only those rows on which both variables are populated",,,,,
AD0285,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of SEVGRy for a given value of SEVGRyN; There is more than one value of SEVGRy for a given value of SEVGRyN, considering only those rows on which both variables are populated",,,,,
AD0286,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of SEVGRyN for a given value of SEVGRy; There is more than one value of SEVGRyN for a given value of SEVGRy, considering only those rows on which both variables are populated",,,,,
AD0287,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of AEREL for a given value of AERELN; There is more than one value of AEREL for a given value of AERELN, considering only those rows on which both variables are populated",,,,,
AD0288,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of AERELN for a given value of AEREL; There is more than one value of AERELN for a given value of AEREL, considering only those rows on which both variables are populated",,,,,
AD0289,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of AREL for a given value of ARELN; There is more than one value of AREL for a given value of ARELN, considering only those rows on which both variables are populated",,,,,
AD0290,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of ARELN for a given value of AREL; There is more than one value of ARELN for a given value of AREL, considering only those rows on which both variables are populated",,,,,
AD0291,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of RELGRy for a given value of RELGRyN; There is more than one value of RELGRy for a given value of RELGRyN, considering only those rows on which both variables are populated",,,,,
AD0292,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of RELGRyN for a given value of RELGRy; There is more than one value of RELGRyN for a given value of RELGRy, considering only those rows on which both variables are populated",,,,,
AD0293,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of AETOXGR for a given value of AETOXGRN; There is more than one value of AETOXGR for a given value of AETOXGRN, considering only those rows on which both variables are populated",,,,,
AD0294,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of AETOXGRN for a given value of AETOXGR; There is more than one value of AETOXGRN for a given value of AETOXGR, considering only those rows on which both variables are populated",,,,,
AD0295,,"1.0, 1.1, 1.2, 1.3",BDS; OCCDS; OCCDS,"There is more than one value of ATOXGR for a given value of ATOXGRN; There is more than one value of ATOXGR for a given value of ATOXGRN, considering only those rows on which both variables are populated",,,,,
AD0296,,"1.0, 1.1, 1.2, 1.3",BDS; OCCDS; OCCDS,"There is more than one value of ATOXGRN for a given value of ATOXGR; There is more than one value of ATOXGRN for a given value of ATOXGR, considering only those rows on which both variables are populated",,,,,
AD0297,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of TOXGGRy for a given value of TOXGGRyN; There is more than one value of TOXGGRy for a given value of TOXGGRyN, considering only those rows on which both variables are populated",,,,,
AD0298,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of TOXGGRyN for a given value of TOXGGRy; There is more than one value of TOXGGRyN for a given value of TOXGGRy, considering only those rows on which both variables are populated",,,,,
AD0304,,"1.0, 1.1, 1.2, 1.3",OCCDS,SMQzzNAM is populated and SMQzzCD is not populated,,,,,
AD0305,,"1.0, 1.1, 1.2, 1.3",OCCDS,SMQzzNAM is populated and SMQzzSC is not populated,,,,,
AD0306,,"1.0, 1.1, 1.2, 1.3",OCCDS,SMQzzCD is populated and SMQzzNAM is not populated,,,,,
AD0307,,"1.0, 1.1, 1.2, 1.3",OCCDS,SMQzzCD is populated and SMQzzSC is not populated,,,,,
AD0308,,"1.0, 1.1, 1.2, 1.3",OCCDS,SMQzzSC is populated and SMQzzNAM is not populated,,,,,
AD0309,,"1.0, 1.1, 1.2, 1.3",OCCDS,SMQzzSC is populated and SMQzzCD is not populated,,,,,
AD0310,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of SMQzzSC for a given value of SMQzzSCN; There is more than one value of SMQzzSC for a given value of SMQzzSCN, considering only those rows on which both variables are populated",,,,,
AD0311,,"1.0, 1.1, 1.2, 1.3",OCCDS,"There is more than one value of SMQzzSCN for a given value of SMQzzSC; There is more than one value of SMQzzSCN for a given value of SMQzzSC, considering only those rows on which both variables are populated",,,,,
AD0312,,"1.0, 1.1, 1.2, 1.3",OCCDS,"SMQzzSC is not equal to BROAD or NARROW, where zz is a zero-padded two-digit integer [01-99]",,,,,
AD0313,,"1.0, 1.1, 1.2, 1.3",OCCDS,"SMQzzSCN is not equal to 1 or 2, where zz is a zero-padded two-digit integer [01-99]",,,,,
AD0320,,"1.0, 1.1, 1.2, 1.3",ADSL,"A dataset is named ADSL and the dataset label is not ""Subject-Level Analysis Dataset""",,,,,
AD0321,,"1.0, 1.1, 1.2, 1.3",ADSL,"A dataset label is ""Subject-Level Analysis Dataset"" and the dataset is not named ADSL",,,,,
AD0322,,"1.1, 1.2, 1.3",BDS; OCCDS,"Within a given value of TRTP, there is more than one value of TRTPGy, where y is an integer [1-99, not zero-padded].",,,,,
AD0323,,"1.1, 1.2, 1.3",BDS; OCCDS,"Within a study, there is more than one value of APHASEN for a given value of APHASE, considering only those rows on which both variables are populated",,,,,
AD0324,,"1.1, 1.2, 1.3",BDS; OCCDS,"Within a study, there is more than one value of APHASE for a given value of APHASEN, considering only those rows on which both variables are populated",,,,,
AD0325,,"1.1, 1.2, 1.3",BDS; OCCDS,"Within a value of APERIOD, there is more than one value of ASPER for a given value of ASPERC, considering only those rows on which both variables are populated",,,,,
AD0326,,"1.1, 1.2, 1.3",BDS; OCCDS,"Within a value of APERIOD, there is more than one value of ASPERC for a given value of ASPER, considering only those rows on which both variables are populated",,,,,
AD0327,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of AVALCATy for a given value of AVALCAyN, considering only those rows on which both variables are populated",,,,,
AD0328,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of AVALCAyN for a given value of AVALCATy, considering only those rows on which both variables are populated",,,,,
AD0329,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of BASECATy for a given value of BASECAyN, considering only those rows on which both variables are populated",,,,,
AD0330,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of BASECAyN for a given value of BASECATy, considering only those rows on which both variables are populated",,,,,
AD0331,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of CHGCATy for a given value of CHGCATyN, considering only those rows on which both variables are populated",,,,,
AD0332,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of CHGCATyN for a given value of CHGCATy, considering only those rows on which both variables are populated",,,,,
AD0333,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of PCHGCATy for a given value of PCHGCAyN, considering only those rows on which both variables are populated",,,,,
AD0334,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of PCHGCAyN for a given value of PCHGCATy, considering only those rows on which both variables are populated",,,,,
AD0335,,"1.0, 1.1, 1.2, 1.3",BDS,CRITyFL is present and CRITy is not present,,,,,
AD0336,,"1.0, 1.1, 1.2, 1.3",BDS,CRITy is present and CRITyFL is not present,,,,,
AD0337,,"1.1, 1.2, 1.3",BDS,MCRITyML is present and MCRITy is not present,,,,,
AD0338,,"1.1, 1.2, 1.3",BDS,MCRITy is present and MCRITyML is not present,,,,,
AD0339,,"1.1, 1.2, 1.3",BDS,MCRITyML is populated and MCRITy is not populated,,,,,
AD0340,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of MCRITyML for a given value of MCRITyMN, considering only those rows on which both variables are populated",,,,,
AD0341,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of MCRITyMN for a given value of MCRITyML, considering only those rows on which both variables are populated",,,,,
AD0342,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of ANRLO for a given value of ANRLOC",,,,,
AD0343,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of ANRLOC for a given value of ANRLO",,,,,
AD0344,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of ANRHI for a given value of ANRHIC",,,,,
AD0345,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of ANRHIC for a given value of ANRHI",,,,,
AD0346,,"1.1, 1.2, 1.3",BDS,R2AyLO is present and AyLO is not present,,,,,
AD0347,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of AyLO for a given value of AyLOC",,,,,
AD0348,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of AyLOC for a given value of AyLO",,,,,
AD0349,,"1.1, 1.2, 1.3",BDS,R2AyHI is present and AyHI is not present,,,,,
AD0350,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of AyHI for a given value of AyHIC",,,,,
AD0351,,"1.1, 1.2, 1.3",BDS,"Within a parameter, there is more than one value of AyHIC for a given value of AyHI",,,,,
AD0352,,"1.1, 1.2, 1.3",BDS,"AyIND is present and AyLO, AyHI, AyLOC, and AyHIC are all not present.",,,,,
AD0353,,"1.1, 1.2, 1.3",BDS,"BASETYPE is populated, ByIND is populated, and ByIND is not equal to AyIND where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a subject; BASETYPE is present, ByIND is populated, and ByIND is not equal to AyIND where ABLFL is equal to Y for a given value of PARAMCD and BASETYPE for a subject",,,,,
AD0354,,"1.1, 1.2, 1.3",BDS,"BASETYPE is not present, ByIND is populated, and ByIND is not equal to AyIND where ABLFL is equal to Y for a given value of PARAMCD for a subject",,,,,
AD0355,,"1.1, 1.2, 1.3",ADSL,"There is more than one value of REGIONy for a given value of REGIONyN, considering only those rows on which both variables are populated",,,,,
AD0356,,"1.1, 1.2, 1.3",ADSL,"There is more than one value of REGIONyN for a given value of REGIONy, considering only those rows on which both variables are populated",,,,,
AD0359,,"1.1, 1.2, 1.3",ADSL,"There is more than one value of DTHCAUS for a given value of DTHCAUSN, considering only those rows on which both variables are populated",,,,,
AD0360,,"1.1, 1.2, 1.3",ADSL,"There is more than one value of DTHCAUSN for a given value of DTHCAUS, considering only those rows on which both variables are populated",,,,,
AD0361,,"1.0, 1.1, 1.2, 1.3",ALL,"The value of ASTDT is greater than the value of AENDT, considering only those rows on which both variables are populated",,,,,
AD0362,,"1.0, 1.1, 1.2, 1.3",ALL,"The value of ASTDTM is greater than the value of AENDTM, considering only those rows on which both variables are populated",,,,,
AD0363,,"1.0, 1.1",BDS; OCCDS,ONTRTFL is not equal to Y or null,,,,,
AD0364,,"1.1, 1.2, 1.3",OCCDS,DOSEON or DOSCUMA is present and DOSEU is not present,,,,,
AD0365,,"1.0, 1.1, 1.2, 1.3",ADSL:SDTM,SDTM.EX is present and neither TRTEDT or TRTEDTM are present,,,,,
AD0366,,"1.0, 1.1, 1.2, 1.3",ADSL,RANDDT is not present when RANDFL is equal to Y for at least one record.,,,,,
AD0367,,"1.1, 1.2, 1.3",ADSL:SDTM,The value of ADSL.USUBJID is equal to the value of DM.USUBJID and ADSL.ACTARM is not equal to DM.ACTARM,,,,,
AD0368,,"1.0, 1.1, 1.2, 1.3",ADSL,TRxxAGy is not present and both TRxxPGy and TRTxxA are present.,,,,,
AD0369,,"1.0, 1.1, 1.2, 1.3",BDS; OCCDS,*DTF is populated and neither *DT nor *DTM is populated,,,,,
AD0370,,"1.0, 1.1, 1.2, 1.3",BDS; OCCDS,*TMF is populated and neither *TM nor *DTM is populated,,,,,
AD0373,,"1.0, 1.1, 1.2, 1.3",BDS(TIME-TO-EVENT); MDBDS(MEDICAL DEVICE TIME-TO-EVENT),CNSR is not present,,,,,
AD0374,,"1.0, 1.1, 1.2, 1.3",BDS(TIME-TO-EVENT); MDBDS(MEDICAL DEVICE TIME-TO-EVENT),AVAL is not present,,,,,
AD0375,,"1.2, 1.3",ALL,"On a given record, a variable which has a suffix of GRyN is populated and a variable with the same root name and suffix of GRy is not populated.",,,,,
AD0376,,"1.2, 1.3",ALL,"On a given record, a variable which has a suffix of GRy is populated and a variable with the same root name and suffix of GRyN is not populated.",,,,,
AD0377,,"1.2, 1.3",ADSL,"On a given record, TRTxxP is not populated and TRTxxPN is not populated",,,,,
AD0378,,"1.2, 1.3",ADSL,"On a given record, TRTxxPN is not populated and TRTxxP is not populated",,,,,
AD0379,,"1.2, 1.3",BDS,"On a given record, BTOXGRN is populated and BTOXGR is not populated.",,,,,
AD0380,,"1.2, 1.3",BDS,"On a given record, BTOXGR is populated and BTOXGRN is not populated.",,,,,
AD0381,,"1.2, 1.3",BDS,"Within a parameter, there is more than one value of BTOXGR for a given value of BTOXGRN, considering only those rows on which both variables are populated",,,,,
AD0382,,"1.2, 1.3",BDS,"Within a parameter, there is more than one value of BTOXGRN for a given value of BTOXGR, considering only those rows on which both variables are populated",,,,,
AD0383,,"1.2, 1.3",BDS,"Within a parameter, there is more than one value of BTOXGRL for a given value of BTOXGRLN, considering only those rows on which both variables are populated",,,,,
AD0384,,"1.2, 1.3",BDS,"Within a parameter, there is more than one value of BTOXGRLN for a given value of BTOXGRL, considering only those rows on which both variables are populated",,,,,
AD0385,,"1.2, 1.3",BDS,"On a given record, BTOXGRL is populated and BTOXGRLN is not populated",,,,,
AD0386,,"1.2, 1.3",BDS,"On a given record, BTOXGRLN is populated and BTOXGRL is not populated",,,,,
AD0387,,"1.2, 1.3",BDS,"Within a parameter, there is more than one value of BTOXGRH for a given value of BTOXGRHN, considering only those rows on which both variables are populated",,,,,
AD0388,,"1.2, 1.3",BDS,"Within a parameter, there is more than one value of BTOXGRHN for a given value of BTOXGRH, considering only those rows on which both variables are populated",,,,,
AD0389,,"1.2, 1.3",BDS,"On a given record, BTOXGRH is populated and BTOXGRHN is not populated",,,,,
AD0390,,"1.2, 1.3",BDS,"On a given record, BTOXGRHN is populated and BTOXGRH is not populated",,,,,
AD0391,,"1.2, 1.3",BDS; OCCDS,"On a given record, ATOXGR is populated and ATOXGRN is not populated",,,,,
AD0392,,"1.2, 1.3",BDS; OCCDS,"On a given record, ATOXGRN is populated and ATOXGR is not populated",,,,,
AD0393,,"1.2, 1.3",BDS,"On a given record, ATOXGRL is populated and ATOXGRLN is not populated",,,,,
AD0394,,"1.2, 1.3",BDS,"On a given record, ATOXGRLN is populated and ATOXGRL is not populated",,,,,
AD0395,,"1.2, 1.3",BDS,"Within a parameter, there is more than one value of ATOXGRL for a given value of ATOXGRLN, considering only those rows on which both variables are populated",,,,,
AD0396,,"1.2, 1.3",BDS,"Within a parameter, there is more than one value of ATOXGRLN for a given value of ATOXGRL, considering only those rows on which both variables are populated",,,,,
AD0397,,"1.2, 1.3",BDS,"On a given record, ATOXGRH is populated and ATOXGRHN is not populated",,,,,
AD0398,,"1.2, 1.3",BDS,"On a given record, ATOXGRHN is populated and ATOXGRH is not populated",,,,,
AD0399,,"1.2, 1.3",BDS,"Within a parameter, there is more than one value of ATOXGRH for a given value of ATOXGRHN, considering only those rows on which both variables are populated",,,,,
AD0400,,"1.2, 1.3",BDS,"Within a parameter, there is more than one value of ATOXGRHN for a given value of ATOXGRH, considering only those rows on which both variables are populated",,,,,
AD0401,,"1.2, 1.3",BDS,"AVAL is not populated or ATOXGRL is not populated, and ATOXDSCL is populated",,,,,
AD0402,,"1.2, 1.3",BDS,"AVAL is not populated or ATOXGRH is not populated, and ATOXDSCH is populated",,,,,
AD0403,,"1.2, 1.3",BDS,"Within a subject, there is more than one value of ATOXDSCL for a given value of PARAM, considering only those rows on which both variables are populated",,,,,
AD0405,,"1.2, 1.3",BDS,"Within a subject, there is more than one value of ATOXDSCH for a given value of PARAM, considering only those rows on which both variables are populated",,,,,
AD0407,,"1.2, 1.3",BDS,"On a given record, ABLFN is populated and ABLFL is not populated.",,,,,
AD0408,,"1.2, 1.3",BDS,"On a given record, ABLFL is populated and ABLFN is not populated.",,,,,
AD0409,,"1.2, 1.3",BDS,"There is more than one value of ABLFN for a given value of ABLFL, considering only those rows on which both variables are populated",,,,,
AD0410,,"1.2, 1.3",BDS,"There is more than one value of ABLFL for a given value of ABLFN, considering only those rows on which both variables are populated",,,,,
AD0411,,"1.2, 1.3",BDS,"On a given record, ANLzzFN is populated and ANLzzFL is not populated.",,,,,
AD0412,,"1.2, 1.3",BDS,"On a given record, ANLzzFL is populated and ANLzzFN is not populated.",,,,,
AD0413,,"1.2, 1.3",BDS,"There is more than one value of ANLzzFN  for a given value of ANLzzFL, considering only those rows on which both variables are populated",,,,,
AD0414,,"1.2, 1.3",BDS,"There is more than one value of ANLzzFL for a given value of ANLzzFN , considering only those rows on which both variables are populated",,,,,
AD0415,,"1.2, 1.3",ADSL,"On a given record, TRTSEQPN is populated and TRTSEQP is not populated.",,,,,
AD0416,,"1.2, 1.3",ADSL,"On a given record, TRTSEQP is populated and TRTSEQPN is not populated.",,,,,
AD0417,,"1.2, 1.3",ADSL,"On a given record, TRTSEQAN is populated and TRTSEQA is not populated.",,,,,
AD0418,,"1.2, 1.3",ADSL,"On a given record, TRTSEQA is populated and TRTSEQAN is not populated.",,,,,
AD0419,,"1.2, 1.3",ADSL,"On a given record, TRxxPGyN is populated and TRxxPGy is not populated.",,,,,
AD0420,,"1.2, 1.3",ADSL,"On a given record, TRxxPGy is populated and TRxxPGyN is not populated.",,,,,
AD0421,,"1.2, 1.3",ADSL,"On a given record, TRxxAGyN is populated and TRxxAGy is not populated.",,,,,
AD0422,,"1.2, 1.3",ADSL,"On a given record, TRxxAGy is populated and TRxxAGyN is not populated.",,,,,
AD0423,,"1.2, 1.3",BDS; OCCDS,"On a given record, TRTPGyN is populated and TRTPGy is not populated.",,,,,
AD0424,,"1.2, 1.3",BDS; OCCDS,"On a given record, TRTPGy is populated and TRTPGyN is not populated.",,,,,
AD0425,,"1.2, 1.3",BDS; OCCDS,"On a given record, TRTAGy is populated and TRTAGyN is not populated.",,,,,
AD0426,,"1.2, 1.3",BDS; OCCDS,"On a given record, TRTAGyN is populated and TRTAGy is not populated.",,,,,
AD0427,,"1.2, 1.3",ADSL,"On a given record, TRTxxA is populated and TRTxxAN is not populated.",,,,,
AD0428,,"1.2, 1.3",ADSL,"On a given record, TRTxxAN is populated and TRTxxA is not populated.",,,,,
AD0429,,"1.2, 1.3",BDS; OCCDS,"On a given record, APERIOD is populated and APERIODC is not populated",,,,,
AD0430,,"1.2, 1.3",BDS; OCCDS,"On a given record, APERIODC is populated and APERIOD is not populated",,,,,
AD0431,,"1.2, 1.3",BDS; OCCDS,"On a given record, APHASE is populated and APHASEN is not populated",,,,,
AD0432,,"1.2, 1.3",BDS; OCCDS,"On a given record, APHASEN is populated and APHASE is not populated",,,,,
AD0433,,"1.2, 1.3",BDS; OCCDS,"On a given record, ASPER is populated and ASPERC is not populated",,,,,
AD0434,,"1.2, 1.3",BDS; OCCDS,"On a given record, ASPERC is populated and ASPER is not populated",,,,,
AD0435,,"1.2, 1.3",BDS; OCCDS,"On a given record, ATPT is populated and ATPTN is not populated",,,,,
AD0436,,"1.2, 1.3",BDS; OCCDS,"On a given record, ATPTN is populated and ATPT is not populated",,,,,
AD0437,,"1.2, 1.3",BDS,"On a given record, AVALCATy is populated and AVALCAyN is not populated",,,,,
AD0438,,"1.2, 1.3",BDS,"On a given record, AVALCAyN is populated and AVALCATy is not populated",,,,,
AD0439,,"1.2, 1.3",BDS,"On a given record, BASECATy is populated and BASECAyN is not populated",,,,,
AD0440,,"1.2, 1.3",BDS,"On a given record, BASECAyN is populated and BASECATy is not populated",,,,,
AD0441,,"1.2, 1.3",BDS,"On a given record, CHGCATy is populated and CHGCATyN is not populated",,,,,
AD0442,,"1.2, 1.3",BDS,"On a given record, CHGCATyN is populated and CHGCATy is not populated",,,,,
AD0443,,"1.2, 1.3",BDS,"On a given record, PCHGCATy is populated and PCHGCAyN is not populated",,,,,
AD0444,,"1.2, 1.3",BDS,"On a given record, PCHGCAyN is populated and PCHGCATy is not populated",,,,,
AD0445,,"1.2, 1.3",BDS,"On a given record, PARCATy is populated and PARCATyN is not populated",,,,,
AD0446,,"1.2, 1.3",BDS,"On a given record, PARCATyN is populated and PARCATy is not populated",,,,,
AD0447,,"1.2, 1.3",BDS; OCCDS,"On a given record, AVISITN is populated and AVISIT is not populated",,,,,
AD0448,,"1.2, 1.3",ADSL,"On a given record, DTHCAUS is populated and DTHCAUSN is not populated",,,,,
AD0449,,"1.2, 1.3",ADSL,"On a given record, DTHCAUSN is populated and DTHCAUS is not populated",,,,,
AD0450,,"1.2, 1.3",BDS,"On a given record, MCRITyML is populated and MCRITyMN is not populated",,,,,
AD0451,,"1.2, 1.3",BDS,"On a given record, MCRITyMN is populated and MCRITyML is not populated",,,,,
AD0452,,"1.2, 1.3",ADSL,"On a given record, REGIONy is populated and REGIONyN is not populated",,,,,
AD0453,,"1.2, 1.3",ADSL,"On a given record, REGIONyN is populated and REGIONy is not populated",,,,,
AD0454,,"1.2, 1.3",BDS,"On a given record, SHIFTy is populated and SHIFTyN is not populated",,,,,
AD0455,,"1.2, 1.3",BDS,"On a given record, SHIFTyN is populated and SHIFTy is not populated",,,,,
AD0456,,"1.2, 1.3",BDS; OCCDS,"On a given record, TRTA is populated and TRTAN is not populated",,,,,
